,player,total_workers,total_army,fraction,winner,replay_filename
849,InZaNe,69,6625,T,1,replays/firstRun\4d0f3d93268f4f68b2261229658d23dc.SC2Replay
850,GOStephano,75,7275,Z,0,replays/firstRun\4d0f3d93268f4f68b2261229658d23dc.SC2Replay
851,Elazer,80,6600,Z,1,replays/firstRun\4d0fca0a0e1b4e7086679957826638e4.SC2Replay
852,puCK,66,1725,P,0,replays/firstRun\4d0fca0a0e1b4e7086679957826638e4.SC2Replay
853,PtitDrogo,43,900,P,0,replays/firstRun\4d1f7ce869a44d66ad4023083a90bda8.SC2Replay
854,Zanster,42,1050,Z,1,replays/firstRun\4d1f7ce869a44d66ad4023083a90bda8.SC2Replay
855,viOLet,25,3025,Z,1,replays/firstRun\4d39d415360849b6a53fdbc9bfb6cb65.SC2Replay
856,Has,32,200,P,0,replays/firstRun\4d39d415360849b6a53fdbc9bfb6cb65.SC2Replay
857,Harstem,64,3375,P,0,replays/firstRun\4d3c4877c5cd4cf98b2d9038306fadfa.SC2Replay
858,JonSnow,69,4425,Z,1,replays/firstRun\4d3c4877c5cd4cf98b2d9038306fadfa.SC2Replay
859,liquidthermy,71,1875,T,1,replays/firstRun\4d4d45d21578451fbf48b1a8c3a24933.SC2Replay
860,SortOf,73,4250,Z,0,replays/firstRun\4d4d45d21578451fbf48b1a8c3a24933.SC2Replay
861,Scarlett,53,1275,Z,1,replays/firstRun\4d86591f387d494d88ac4000e80fa251.SC2Replay
862,Harstem,44,1300,P,0,replays/firstRun\4d86591f387d494d88ac4000e80fa251.SC2Replay
863,Demi,65,10225,Z,0,replays/firstRun\4d8f2e5827be4f9ea4e1ba17989fed99.SC2Replay
864,MeomaikA,67,8750,Z,1,replays/firstRun\4d8f2e5827be4f9ea4e1ba17989fed99.SC2Replay
865,liquidthermy,74,8100,T,0,replays/firstRun\4d998d0197df40fb8c160ee27b71ee14.SC2Replay
866,Harstem,77,4500,P,1,replays/firstRun\4d998d0197df40fb8c160ee27b71ee14.SC2Replay
867,Nerchio,79,9450,Z,1,replays/firstRun\4d9aa362c55e47469996111abc963448.SC2Replay
868,Neeb,71,2850,P,0,replays/firstRun\4d9aa362c55e47469996111abc963448.SC2Replay
869,ShoWTimE,41,1250,P,0,replays/firstRun\4da7f7273590431a8036fcc5ef6665fc.SC2Replay
870,Kelazhur,39,800,T,1,replays/firstRun\4da7f7273590431a8036fcc5ef6665fc.SC2Replay
871,Cham,67,2800,Z,1,replays/firstRun\4dc650e35353438096361a51ac2ceb5d.SC2Replay
872,Wilo,62,2700,Z,0,replays/firstRun\4dc650e35353438096361a51ac2ceb5d.SC2Replay
873,GOStephano,57,3225,Z,1,replays/firstRun\4dca8eba6d994761a3692179f6afb745.SC2Replay
874,HellraiseR,68,1125,P,0,replays/firstRun\4dca8eba6d994761a3692179f6afb745.SC2Replay
875,ViBE,41,1350,Z,1,replays/firstRun\4dccb61e12ed405ba19fdf5873759c2c.SC2Replay
876,Allaryce,29,1075,Z,0,replays/firstRun\4dccb61e12ed405ba19fdf5873759c2c.SC2Replay
877,Hjax,64,1875,P,0,replays/firstRun\4dd752139bd44e94a9caa447bb8fb9f7.SC2Replay
878,TheWagon,74,7200,Z,1,replays/firstRun\4dd752139bd44e94a9caa447bb8fb9f7.SC2Replay
879,Solar,49,1900,Z,1,replays/firstRun\4dd98dc116184a2d91d2407e9bfc0fed.SC2Replay
880,LiquidSnute,48,1025,Z,0,replays/firstRun\4dd98dc116184a2d91d2407e9bfc0fed.SC2Replay
881,Bly,32,1100,Z,0,replays/firstRun\4deca5847e2a46129fd3765652fb246d.SC2Replay
882,Namshar,39,1275,Z,1,replays/firstRun\4deca5847e2a46129fd3765652fb246d.SC2Replay
883,Rose,28,925,Z,0,replays/firstRun\4df6244f2e834c3285baa1a8f593d996.SC2Replay
884,Nice,24,1125,P,1,replays/firstRun\4df6244f2e834c3285baa1a8f593d996.SC2Replay
885,Lambo,83,13550,Z,0,replays/firstRun\4e0124f1c83f4186b4da33dcbff2a1d6.SC2Replay
886,LiquidMaNa,73,2600,P,1,replays/firstRun\4e0124f1c83f4186b4da33dcbff2a1d6.SC2Replay
887,BLY,59,3200,Z,0,replays/firstRun\4e113276fa9244d3b8d10bbe1d694beb.SC2Replay
888,puCK,44,775,P,1,replays/firstRun\4e113276fa9244d3b8d10bbe1d694beb.SC2Replay
889,LiquidSnute,32,1075,Z,0,replays/firstRun\4e16af124b6045279da5dc89d494c115.SC2Replay
890,Lambo,24,1350,Z,1,replays/firstRun\4e16af124b6045279da5dc89d494c115.SC2Replay
891,GOStephano,78,10575,Z,1,replays/firstRun\4e18d474e55c41cd99506d6b48baf49d.SC2Replay
892,InZaNe,72,5850,T,0,replays/firstRun\4e18d474e55c41cd99506d6b48baf49d.SC2Replay
893,JJAKJI,60,4225,T,0,replays/firstRun\4e1bbc8dbcb74a65ab16970ab27c977c.SC2Replay
894,Zest,68,1050,P,1,replays/firstRun\4e1bbc8dbcb74a65ab16970ab27c977c.SC2Replay
895,Hjax,44,800,P,0,replays/firstRun\4e3cbe4fb00c45e1aa8bc2b03da77829.SC2Replay
896,TheWagon,50,6000,Z,1,replays/firstRun\4e3cbe4fb00c45e1aa8bc2b03da77829.SC2Replay
897,DnS,45,600,P,1,replays/firstRun\4e56e15004814adb8082dc4f8a022d2e.SC2Replay
898,RlSky,50,1775,Z,0,replays/firstRun\4e56e15004814adb8082dc4f8a022d2e.SC2Replay
899,GAMETIME,19,1500,Z,0,replays/firstRun\4e6cb06730cc4f40bac6f235ab2a021e.SC2Replay
900,iaguz,33,750,T,1,replays/firstRun\4e6cb06730cc4f40bac6f235ab2a021e.SC2Replay
901,PiG,33,1250,Z,1,replays/firstRun\4eea08a1b16c471ebcd14f7666bfb4b6.SC2Replay
902,iaguz,31,800,T,0,replays/firstRun\4eea08a1b16c471ebcd14f7666bfb4b6.SC2Replay
903,Happy,65,5450,T,0,replays/firstRun\4ef81385dd2a4fcdb1adc2085a58fffd.SC2Replay
904,hydra,69,9550,Z,1,replays/firstRun\4ef81385dd2a4fcdb1adc2085a58fffd.SC2Replay
905,TheoRy,58,1750,P,1,replays/firstRun\4f1f7f8a282e4118abd0d99da336cfab.SC2Replay
906,PengWin,52,3450,Z,0,replays/firstRun\4f1f7f8a282e4118abd0d99da336cfab.SC2Replay
907,Elazer,67,8650,Z,0,replays/firstRun\4f33a10497664b3b964977078bc34f1d.SC2Replay
908,PiLiPiLi,56,5350,P,1,replays/firstRun\4f33a10497664b3b964977078bc34f1d.SC2Replay
909,LiquidSnute,35,1950,Z,0,replays/firstRun\4f530904ca8143b8955458dd2787c01a.SC2Replay
910,Harstem,38,1525,P,1,replays/firstRun\4f530904ca8143b8955458dd2787c01a.SC2Replay
911,TheoRy,71,10355,P,1,replays/firstRun\4f6d418579664df3ac409cd964b51d8a.SC2Replay
912,PengWin,74,14725,Z,0,replays/firstRun\4f6d418579664df3ac409cd964b51d8a.SC2Replay
913,Dark,46,2850,Z,1,replays/firstRun\4f7abd8dcc80486f93a3027c9798b4e5.SC2Replay
914,Elazer,45,3350,Z,0,replays/firstRun\4f7abd8dcc80486f93a3027c9798b4e5.SC2Replay
915,Solar,50,1875,Z,0,replays/firstRun\4f7c5491d76f490abe3ef11813d98aa6.SC2Replay
916,Zest,53,1025,P,1,replays/firstRun\4f7c5491d76f490abe3ef11813d98aa6.SC2Replay
917,SLeet,23,550,Z,1,replays/firstRun\4f7cb91b3d364e1185f047a3a5704d29.SC2Replay
918,mLty,21,100,T,0,replays/firstRun\4f7cb91b3d364e1185f047a3a5704d29.SC2Replay
919,DnS,67,1250,P,0,replays/firstRun\4f980480e10445f7905a5278583b6978.SC2Replay
920,Serral,66,3375,Z,1,replays/firstRun\4f980480e10445f7905a5278583b6978.SC2Replay
921,Raze,68,3400,P,1,replays/firstRun\4faaf67bdbaf49e4855aede93bb2ad86.SC2Replay
922,THERIDDLER,62,5800,T,0,replays/firstRun\4faaf67bdbaf49e4855aede93bb2ad86.SC2Replay
923,TIME,41,2825,T,0,replays/firstRun\4fb00fc091c147c2afefa9a06047d05a.SC2Replay
924,iGiA,53,3075,Z,1,replays/firstRun\4fb00fc091c147c2afefa9a06047d05a.SC2Replay
925,TooDming,61,2850,Z,1,replays/firstRun\4fc26ef7c32c492f9708b36dad5c6110.SC2Replay
926,HeltEn,48,1275,T,0,replays/firstRun\4fc26ef7c32c492f9708b36dad5c6110.SC2Replay
927,Serral,44,2200,Z,0,replays/firstRun\4fd3e2a8fa1b4a44a4c02696098b7973.SC2Replay
928,Optimus,51,1175,T,1,replays/firstRun\4fd3e2a8fa1b4a44a4c02696098b7973.SC2Replay
929,YouRush,65,2150,Z,0,replays/firstRun\4fe447752a5146e8a754425252bcb29b.SC2Replay
930,Nice,61,1400,P,1,replays/firstRun\4fe447752a5146e8a754425252bcb29b.SC2Replay
931,TYTY,75,6425,T,1,replays/firstRun\4fe5c0b9b81b49578fee4dc67cd3dc8d.SC2Replay
932,OGZest,69,3250,P,0,replays/firstRun\4fe5c0b9b81b49578fee4dc67cd3dc8d.SC2Replay
933,Azure,66,4050,T,0,replays/firstRun\4fe6c4dd7dad4bb3ae061cce5d825bf0.SC2Replay
934,PiG,88,11350,Z,1,replays/firstRun\4fe6c4dd7dad4bb3ae061cce5d825bf0.SC2Replay
935,Clem,80,7900,T,0,replays/firstRun\4fef11e0656f489d8b78e470a3f57e82.SC2Replay
936,RiSky,87,11825,Z,1,replays/firstRun\4fef11e0656f489d8b78e470a3f57e82.SC2Replay
937,MaNa,39,525,P,0,replays/firstRun\4ff2eb99c7d34495b6c5b16ab85fa516.SC2Replay
938,Dark,48,2300,Z,1,replays/firstRun\4ff2eb99c7d34495b6c5b16ab85fa516.SC2Replay
939,jheffe,73,5200,T,0,replays/firstRun\4ff94041fa2c4e608a372c0b35bfbc40.SC2Replay
940,Silky,80,8925,Z,1,replays/firstRun\4ff94041fa2c4e608a372c0b35bfbc40.SC2Replay
941,LiquidSnute,16,1350,Z,0,replays/firstRun\4ffc3a37260f43ecb47afd396c169365.SC2Replay
942,TSGSolar,26,1000,Z,1,replays/firstRun\4ffc3a37260f43ecb47afd396c169365.SC2Replay
943,Guru,56,4800,Z,0,replays/firstRun\5a05a83456e340c39147566af60902f1.SC2Replay
944,Patience,61,500,P,1,replays/firstRun\5a05a83456e340c39147566af60902f1.SC2Replay
945,Neeb,74,5275,P,1,replays/firstRun\5a0cd7c7f1d640f2a111a9b2d81d6ba0.SC2Replay
946,ShoWTimE,73,4700,P,0,replays/firstRun\5a0cd7c7f1d640f2a111a9b2d81d6ba0.SC2Replay
947,Ninja,20,0,P,0,replays/firstRun\5a1f37632ab94e18936e33ec9900c87a.SC2Replay
948,GogojOey,18,700,Z,1,replays/firstRun\5a1f37632ab94e18936e33ec9900c87a.SC2Replay
949,LiquidSnute,37,1300,Z,1,replays/firstRun\5a2cfb44ea5448a280c75a9c20ea9965.SC2Replay
950,LiquidTLO,32,1125,Z,0,replays/firstRun\5a2cfb44ea5448a280c75a9c20ea9965.SC2Replay
951,PiG,41,1175,Z,1,replays/firstRun\5a2f1b967320489590f89ce1cd9e5435.SC2Replay
952,iaguz,36,850,T,0,replays/firstRun\5a2f1b967320489590f89ce1cd9e5435.SC2Replay
953,Pono,19,800,Z,1,replays/firstRun\5a3e7aa3f0ad4aa080bba88b65f42f1d.SC2Replay
954,benttwig,21,600,Z,0,replays/firstRun\5a3e7aa3f0ad4aa080bba88b65f42f1d.SC2Replay
955,Nerchio,73,8700,Z,1,replays/firstRun\5a5328f50427422a8d5f50a7033cd06e.SC2Replay
956,Kelazhur,65,5825,T,0,replays/firstRun\5a5328f50427422a8d5f50a7033cd06e.SC2Replay
957,Solar,38,1250,Z,1,replays/firstRun\5a555a2a01c4400396a41f4152e78f02.SC2Replay
958,Patience,41,700,P,0,replays/firstRun\5a555a2a01c4400396a41f4152e78f02.SC2Replay
959,Scarlett,48,3725,Z,1,replays/firstRun\5a598bc081ef4a458152f27881deca42.SC2Replay
960,AxImpact,41,4600,Z,0,replays/firstRun\5a598bc081ef4a458152f27881deca42.SC2Replay
961,Silky,80,8650,Z,1,replays/firstRun\5a5addef396045b9bb601925ed074b1d.SC2Replay
962,jheffe,65,4000,T,0,replays/firstRun\5a5addef396045b9bb601925ed074b1d.SC2Replay
963,qbeN,57,1675,P,1,replays/firstRun\5a6d90e793bb44fa9f7eaf16931322bd.SC2Replay
964,WhiteWolf,46,3250,T,0,replays/firstRun\5a6d90e793bb44fa9f7eaf16931322bd.SC2Replay
965,FireCake,69,5850,Z,0,replays/firstRun\5a7824a0386242bda48976a3504ae196.SC2Replay
966,Has,57,500,P,1,replays/firstRun\5a7824a0386242bda48976a3504ae196.SC2Replay
967,Mana,42,1525,P,1,replays/firstRun\5a7a410de4ec4a20807596b381e7f586.SC2Replay
968,Future,38,1675,T,0,replays/firstRun\5a7a410de4ec4a20807596b381e7f586.SC2Replay
969,Harstem,67,1075,P,0,replays/firstRun\5a7bdbfc573a4551997ec0e48f27fc6e.SC2Replay
970,GOStephano,69,3425,Z,1,replays/firstRun\5a7bdbfc573a4551997ec0e48f27fc6e.SC2Replay
971,liquidthermy,67,7425,T,1,replays/firstRun\5a9ea1cf006644189bdd9b3008009b00.SC2Replay
972,Neeblet,73,3350,P,0,replays/firstRun\5a9ea1cf006644189bdd9b3008009b00.SC2Replay
973,Happy,63,7475,T,1,replays/firstRun\5aa05a57775d4aee9948fe128a34e0e5.SC2Replay
974,SortOf,66,10050,Z,0,replays/firstRun\5aa05a57775d4aee9948fe128a34e0e5.SC2Replay
975,JonSnow,72,7550,Z,0,replays/firstRun\5aca990be1ea42bd9b8115cba909e4ef.SC2Replay
976,uThermal,66,6500,T,1,replays/firstRun\5aca990be1ea42bd9b8115cba909e4ef.SC2Replay
977,CMStormPolt,63,4700,T,1,replays/firstRun\5ae5701fa20d4bb0b0a597ee9e5bae3e.SC2Replay
978,Lambo,68,8625,Z,0,replays/firstRun\5ae5701fa20d4bb0b0a597ee9e5bae3e.SC2Replay
979,Neeb,42,200,P,1,replays/firstRun\5ae8ab20ddb44714a43466341d806bc9.SC2Replay
980,MaNa,32,725,P,0,replays/firstRun\5ae8ab20ddb44714a43466341d806bc9.SC2Replay
981,MCanning,66,2950,P,1,replays/firstRun\5af6c0d61ea0414c98b5c0d3b15fb664.SC2Replay
982,GAMETIME,67,6900,Z,0,replays/firstRun\5af6c0d61ea0414c98b5c0d3b15fb664.SC2Replay
983,InZaNe,31,1250,T,0,replays/firstRun\5af6c9a896834eec8a6f9a4872e844a4.SC2Replay
984,Clem,34,1700,T,1,replays/firstRun\5af6c9a896834eec8a6f9a4872e844a4.SC2Replay
985,Serral,23,1775,Z,0,replays/firstRun\5b06f35834b4487e961da45b07917e58.SC2Replay
986,Nerchio,33,2650,Z,1,replays/firstRun\5b06f35834b4487e961da45b07917e58.SC2Replay
987,INnoVation,69,6550,T,0,replays/firstRun\5b0763c7406444dd9dbfc528977f6edf.SC2Replay
988,RAIL,73,5875,P,1,replays/firstRun\5b0763c7406444dd9dbfc528977f6edf.SC2Replay
989,JJAKJI,54,2350,T,1,replays/firstRun\5b07e50ec09141379d2419d452514b39.SC2Replay
990,PtitDrogo,65,1225,P,0,replays/firstRun\5b07e50ec09141379d2419d452514b39.SC2Replay
991,Reynor,26,1375,Z,1,replays/firstRun\5b12cdede61a42f7885930051e7ffa5c.SC2Replay
992,iAsonu,37,900,Z,0,replays/firstRun\5b12cdede61a42f7885930051e7ffa5c.SC2Replay
993,Beez,32,1350,Z,0,replays/firstRun\5b26a56f95c743ca9f47a4d1cac49997.SC2Replay
994,Bly,36,1700,Z,1,replays/firstRun\5b26a56f95c743ca9f47a4d1cac49997.SC2Replay
995,Elazer,33,1050,Z,0,replays/firstRun\5b2d3fc22b1e4fcc9085ccfc95f57e5c.SC2Replay
996,TYTY,28,350,T,0,replays/firstRun\5b2d3fc22b1e4fcc9085ccfc95f57e5c.SC2Replay
997,LiquidTLO,64,6400,Z,1,replays/firstRun\5b44be67b42c4fcf83f8612f7fee6d50.SC2Replay
998,liquidthermy,56,4225,T,0,replays/firstRun\5b44be67b42c4fcf83f8612f7fee6d50.SC2Replay
999,Stats,57,1275,P,1,replays/firstRun\5b4f9d6327044b07910fba3db0c9d1f8.SC2Replay
1000,Nerchio,64,1750,Z,0,replays/firstRun\5b4f9d6327044b07910fba3db0c9d1f8.SC2Replay
1001,Impact,19,600,Z,1,replays/firstRun\5b7e542d84154f1da031859bbf8e578e.SC2Replay
1002,losira,18,1075,Z,0,replays/firstRun\5b7e542d84154f1da031859bbf8e578e.SC2Replay
1003,Semper,69,4675,T,1,replays/firstRun\5b842fbb164a485bbe3a9b52198eed06.SC2Replay
1004,NoRegreT,60,4000,Z,0,replays/firstRun\5b842fbb164a485bbe3a9b52198eed06.SC2Replay
1005,Poizon,33,175,P,0,replays/firstRun\5b99e3c38dd949b7a3c088c046f1e8d2.SC2Replay
1006,GogojOey,43,1650,Z,1,replays/firstRun\5b99e3c38dd949b7a3c088c046f1e8d2.SC2Replay
1007,TIME,22,150,T,0,replays/firstRun\5ba7f08bbdfb476cbaeb6baf27093bfe.SC2Replay
1008,NoRegreT,16,800,Z,1,replays/firstRun\5ba7f08bbdfb476cbaeb6baf27093bfe.SC2Replay
1009,Serral,46,4500,Z,0,replays/firstRun\5bb4472a37244316bf4e0b2d766d68eb.SC2Replay
1010,llllllllllll,61,1950,P,1,replays/firstRun\5bb4472a37244316bf4e0b2d766d68eb.SC2Replay
1011,DnS,34,500,P,0,replays/firstRun\5bd2f024c489458ca6c1af7980c120a9.SC2Replay
1012,RlSky,42,1275,Z,1,replays/firstRun\5bd2f024c489458ca6c1af7980c120a9.SC2Replay
1013,uThermal,62,3450,T,1,replays/firstRun\5be2329a089c434b8d22fd7338510dd5.SC2Replay
1014,BackupC,44,3175,T,0,replays/firstRun\5be2329a089c434b8d22fd7338510dd5.SC2Replay
1015,PtitDrogo,43,1500,P,1,replays/firstRun\5bf3e3aa137d45be8459d48ddc505db2.SC2Replay
1016,HaPe,33,1825,P,0,replays/firstRun\5bf3e3aa137d45be8459d48ddc505db2.SC2Replay
1017,PiG,76,9925,Z,0,replays/firstRun\5bf8ae102d6e460fb642d574a3c7ff90.SC2Replay
1018,NoPinSea,63,4100,P,1,replays/firstRun\5bf8ae102d6e460fb642d574a3c7ff90.SC2Replay
1019,ByuN,48,6925,T,0,replays/firstRun\5c3877648d404241a0263b4e453fb10d.SC2Replay
1020,Ryung,52,7350,T,1,replays/firstRun\5c3877648d404241a0263b4e453fb10d.SC2Replay
1021,Guru,60,6825,Z,0,replays/firstRun\5c3f3dbab67740b0a07c21d6d0d7eade.SC2Replay
1022,MaNa,56,1325,P,1,replays/firstRun\5c3f3dbab67740b0a07c21d6d0d7eade.SC2Replay
1023,Elazer,51,3850,Z,0,replays/firstRun\5c5062705f234f7f9fa9b6f43fabcb54.SC2Replay
1024,souL,55,2500,T,1,replays/firstRun\5c5062705f234f7f9fa9b6f43fabcb54.SC2Replay
1025,LiquidTLO,54,6400,Z,0,replays/firstRun\5c93ede22ac24d7e8db0c9e36b488cd9.SC2Replay
1026,BLY,68,10500,Z,1,replays/firstRun\5c93ede22ac24d7e8db0c9e36b488cd9.SC2Replay
1027,SortOf,89,14325,Z,0,replays/firstRun\5cb5e8dff00c49b0b2577959b29b619d.SC2Replay
1028,PiLiPiLi,73,11785,P,1,replays/firstRun\5cb5e8dff00c49b0b2577959b29b619d.SC2Replay
1029,LiquidSnute,40,17100,Z,1,replays/firstRun\5cb811b3c635488daae5ef8e5b7d3705.SC2Replay
1030,aLive,69,10850,T,0,replays/firstRun\5cb811b3c635488daae5ef8e5b7d3705.SC2Replay
1031,Namshar,62,3050,Z,1,replays/firstRun\5cca3606813c4c29a09aa9498f004aca.SC2Replay
1032,Serphim,42,200,P,0,replays/firstRun\5cca3606813c4c29a09aa9498f004aca.SC2Replay
1033,PtitDrogo,45,1675,P,1,replays/firstRun\5ce22eb001b44efc9d8fb252dd38b6ec.SC2Replay
1034,OGZest,48,1550,P,0,replays/firstRun\5ce22eb001b44efc9d8fb252dd38b6ec.SC2Replay
1035,HeroMarine,73,10900,T,1,replays/firstRun\5d109025c1294f4b8ed3e4ea0d12b93c.SC2Replay
1036,PtitDrogo,77,3750,P,0,replays/firstRun\5d109025c1294f4b8ed3e4ea0d12b93c.SC2Replay
1037,Patience,30,700,P,0,replays/firstRun\5d3445cb257841e8921b7899a360cd85.SC2Replay
1038,TRUE,30,1550,Z,1,replays/firstRun\5d3445cb257841e8921b7899a360cd85.SC2Replay
1039,HuK,39,200,P,0,replays/firstRun\5d3489cee83c461a898339f3700b3ac8.SC2Replay
1040,Nerchio,35,1875,Z,1,replays/firstRun\5d3489cee83c461a898339f3700b3ac8.SC2Replay
1041,JJAKJI,43,1425,T,1,replays/firstRun\5d58bbc1b5e149d48264d4e6a936504c.SC2Replay
1042,PtitDrogo,45,450,P,0,replays/firstRun\5d58bbc1b5e149d48264d4e6a936504c.SC2Replay
1043,Snute,73,12100,Z,1,replays/firstRun\5d64a3c3efde4379bce0e551eacacb11.SC2Replay
1044,Kelazhur,66,7950,T,0,replays/firstRun\5d64a3c3efde4379bce0e551eacacb11.SC2Replay
1045,viOLet,76,9300,Z,1,replays/firstRun\5d872b47df4c40148bcdc44248009154.SC2Replay
1046,CMStormPolt,63,5150,T,0,replays/firstRun\5d872b47df4c40148bcdc44248009154.SC2Replay
1047,Harstem,37,850,P,0,replays/firstRun\5d8d93f5fda94eb499031f4a390b12e0.SC2Replay
1048,Neeb,37,1025,P,1,replays/firstRun\5d8d93f5fda94eb499031f4a390b12e0.SC2Replay
1049,Semper,50,3475,T,1,replays/firstRun\5da12e594a0b401b8d9dc0c0a782e25e.SC2Replay
1050,Cyan,49,2075,P,0,replays/firstRun\5da12e594a0b401b8d9dc0c0a782e25e.SC2Replay
1051,LiquidSnute,50,5450,Z,1,replays/firstRun\5dab8a38fba943a6834bfb4c756ed8bb.SC2Replay
1052,Lilbow,56,500,P,0,replays/firstRun\5dab8a38fba943a6834bfb4c756ed8bb.SC2Replay
1053,ShoWTimE,69,1775,P,1,replays/firstRun\5dc9c85b1a554638afb33df33591ce88.SC2Replay
1054,ExpecT,49,3700,T,0,replays/firstRun\5dc9c85b1a554638afb33df33591ce88.SC2Replay
1055,DisK,44,225,P,0,replays/firstRun\5df54aed020e421dae90022ba9ef29e5.SC2Replay
1056,Semper,45,1775,T,1,replays/firstRun\5df54aed020e421dae90022ba9ef29e5.SC2Replay
1057,Nerchio,35,1200,Z,1,replays/firstRun\5dfc80cac9684718ba41e7bcf210ece1.SC2Replay
1058,Impact,27,1150,Z,0,replays/firstRun\5dfc80cac9684718ba41e7bcf210ece1.SC2Replay
1059,Serral,27,1300,Z,0,replays/firstRun\5dfeaf0b5f66457fbb61c6bff6053602.SC2Replay
1060,LiquidTLO,21,1625,Z,1,replays/firstRun\5dfeaf0b5f66457fbb61c6bff6053602.SC2Replay
1061,HeRoMaRinE,47,3225,T,0,replays/firstRun\5e09c473cab846828e90d940db1dee34.SC2Replay
1062,herO,60,2600,P,1,replays/firstRun\5e09c473cab846828e90d940db1dee34.SC2Replay
1063,iAsonu,68,3600,Z,1,replays/firstRun\5e2403f57f0645f880fe776df74b7b1a.SC2Replay
1064,SpeCial,45,3000,T,0,replays/firstRun\5e2403f57f0645f880fe776df74b7b1a.SC2Replay
1065,Raze,47,2100,T,0,replays/firstRun\5e3daaba4e464736b32cf509c93a7537.SC2Replay
1066,CatZ,60,2575,Z,1,replays/firstRun\5e3daaba4e464736b32cf509c93a7537.SC2Replay
1067,LiquidSnute,35,3350,Z,0,replays/firstRun\5e64c2ce9c924227b6062f8c768a6733.SC2Replay
1068,Zanster,56,2650,Z,1,replays/firstRun\5e64c2ce9c924227b6062f8c768a6733.SC2Replay
1069,Kelazhur,37,400,T,0,replays/firstRun\5e702579bd2e415e92f6988997767e90.SC2Replay
1070,Time,32,925,T,1,replays/firstRun\5e702579bd2e415e92f6988997767e90.SC2Replay
1071,Scarlett,32,1500,Z,1,replays/firstRun\5e71940ce4a6455386335d4081d57231.SC2Replay
1072,Serral,42,900,Z,0,replays/firstRun\5e71940ce4a6455386335d4081d57231.SC2Replay
1073,uThermal,55,2925,T,1,replays/firstRun\5e7574f4266046b796f7fdb6a46125b8.SC2Replay
1074,viOLet,66,3725,Z,0,replays/firstRun\5e7574f4266046b796f7fdb6a46125b8.SC2Replay
1075,Namshar,42,1875,Z,0,replays/firstRun\5e8fa8516fac4ce5beb5fc6bd7159a8e.SC2Replay
1076,Solar,51,1625,Z,1,replays/firstRun\5e8fa8516fac4ce5beb5fc6bd7159a8e.SC2Replay
1077,aLive,63,9550,T,1,replays/firstRun\5ec77be0433c4370bc76389bd1085099.SC2Replay
1078,INnoVation,68,8975,T,0,replays/firstRun\5ec77be0433c4370bc76389bd1085099.SC2Replay
1079,PengWin,42,3325,Z,1,replays/firstRun\5ed3d4de7a24429098834e1886f949fa.SC2Replay
1080,eonblu,38,5050,Z,0,replays/firstRun\5ed3d4de7a24429098834e1886f949fa.SC2Replay
1081,Elazer,62,2075,Z,0,replays/firstRun\5ee29b973e044d25905550438cd667b1.SC2Replay
1082,Stats,64,2525,P,1,replays/firstRun\5ee29b973e044d25905550438cd667b1.SC2Replay
1083,Zest,53,2700,P,1,replays/firstRun\5ee664c017c040b9b011a2572057a64c.SC2Replay
1084,TRUE,61,4000,Z,0,replays/firstRun\5ee664c017c040b9b011a2572057a64c.SC2Replay
1085,LiquidSnute,64,4475,Z,0,replays/firstRun\5efb131118cf4086816611fbd10a0170.SC2Replay
1086,lIIllllIIlll,47,3375,T,1,replays/firstRun\5efb131118cf4086816611fbd10a0170.SC2Replay
1087,Creature,54,1800,P,0,replays/firstRun\5efcb9b79d4e4aa0944777a7309a9d4a.SC2Replay
1088,HuShang,46,2250,P,1,replays/firstRun\5efcb9b79d4e4aa0944777a7309a9d4a.SC2Replay
1089,Scarlett,21,925,Z,1,replays/firstRun\5f104596674145709a0d8a4487ad6950.SC2Replay
1090,FeaR,27,350,P,0,replays/firstRun\5f104596674145709a0d8a4487ad6950.SC2Replay
1091,Stats,46,1475,P,1,replays/firstRun\5f1a2fbd7e684863940e89a2c700f425.SC2Replay
1092,Neeb,45,1325,P,0,replays/firstRun\5f1a2fbd7e684863940e89a2c700f425.SC2Replay
1093,daydrA,36,1800,Z,0,replays/firstRun\5f2cbbd244774d298d1a7e35565f24a7.SC2Replay
1094,Harstem,44,1000,P,1,replays/firstRun\5f2cbbd244774d298d1a7e35565f24a7.SC2Replay
1095,Nerchio,15,950,Z,1,replays/firstRun\5f4869f4469a44f29a79e01e9fc0a9c2.SC2Replay
1096,MarineLorD,19,500,T,0,replays/firstRun\5f4869f4469a44f29a79e01e9fc0a9c2.SC2Replay
1097,Has,46,275,P,0,replays/firstRun\5f82094348554f18890cc5a6569caba1.SC2Replay
1098,TIME,43,1400,T,1,replays/firstRun\5f82094348554f18890cc5a6569caba1.SC2Replay
1099,MaSa,16,150,T,0,replays/firstRun\5f887a62ba204b019869af69bfc6e8af.SC2Replay
1100,Serral,18,600,Z,1,replays/firstRun\5f887a62ba204b019869af69bfc6e8af.SC2Replay
1101,herO,60,1925,P,0,replays/firstRun\5f8c73dd7460499d894c2ec83fba2bba.SC2Replay
1102,ByuN,48,3550,T,1,replays/firstRun\5f8c73dd7460499d894c2ec83fba2bba.SC2Replay
1103,NXZ,44,2300,Z,0,replays/firstRun\5fa1fbb85d33480081607cc6f1dbe2f7.SC2Replay
1104,iaguz,44,725,T,1,replays/firstRun\5fa1fbb85d33480081607cc6f1dbe2f7.SC2Replay
