,player,total_workers,total_army_value,total_army,fraction,winner,replay_filename
737,Solar,63,4375,80,Z,0,replays/1stRun\4b6ece5471f64a78880936e41c391f5b.SC2Replay
738,soul,53,1850,20,T,1,replays/1stRun\4b892448c7134e9f893e60f501f53715.SC2Replay
739,OGZest,46,300,1,P,0,replays/1stRun\4b892448c7134e9f893e60f501f53715.SC2Replay
740,Elazer,58,4850,40,Z,0,replays/1stRun\4ba72ecfd967420694726724b4da275b.SC2Replay
741,Zanster,59,6950,49,Z,1,replays/1stRun\4ba72ecfd967420694726724b4da275b.SC2Replay
742,JonSnow,34,1125,16,Z,0,replays/1stRun\4ba76effea1b49dea262a46a82ef0ab1.SC2Replay
743,viOLet,39,1100,10,Z,1,replays/1stRun\4ba76effea1b49dea262a46a82ef0ab1.SC2Replay
744,Petraeus,50,2250,17,Z,1,replays/1stRun\4bbf95716d11441a85eb82910b59ffb5.SC2Replay
745,PiG,49,1550,14,Z,0,replays/1stRun\4bbf95716d11441a85eb82910b59ffb5.SC2Replay
746,soO,67,10325,83,Z,0,replays/1stRun\4bc4a26fe9c24a8bb1daaa85df7feff1.SC2Replay
747,TSGSolar,62,9000,79,Z,1,replays/1stRun\4bc4a26fe9c24a8bb1daaa85df7feff1.SC2Replay
748,Cuddlebear,27,700,13,T,1,replays/1stRun\4bc85b50f99a493d935abff2918450cb.SC2Replay
749,ZergGirl,22,1400,31,Z,0,replays/1stRun\4bc85b50f99a493d935abff2918450cb.SC2Replay
750,Harstem,57,3050,13,P,0,replays/1stRun\4bca8f173624422f9e6d22bb22f37a65.SC2Replay
751,Snute,49,4900,64,Z,1,replays/1stRun\4bca8f173624422f9e6d22bb22f37a65.SC2Replay
752,HeRoMaRinE,40,4325,47,T,0,replays/1stRun\4be130e5e3414f1f9da9e5e4dd7085a0.SC2Replay
753,Ryung,52,3625,38,T,1,replays/1stRun\4be130e5e3414f1f9da9e5e4dd7085a0.SC2Replay
754,uThermal,14,100,1,T,1,replays/1stRun\4be8d6ac2a714ca383ee71612b007d8e.SC2Replay
755,Snute,21,300,3,Z,0,replays/1stRun\4be8d6ac2a714ca383ee71612b007d8e.SC2Replay
756,PiLiPiLi,48,525,3,P,0,replays/1stRun\4bf338370cf8426da58f58e05c00f2ec.SC2Replay
757,Serral,40,2950,34,Z,1,replays/1stRun\4bf338370cf8426da58f58e05c00f2ec.SC2Replay
758,Elazer,84,7500,76,Z,1,replays/1stRun\4c10c3f2d5e3436489987a918b748636.SC2Replay
759,HeRoMaRinE,77,6500,37,T,0,replays/1stRun\4c10c3f2d5e3436489987a918b748636.SC2Replay
760,Elazer,43,1200,13,Z,1,replays/1stRun\4c373644edab4b51b597f6d5ad8e0ca4.SC2Replay
761,Patience,41,800,4,P,0,replays/1stRun\4c373644edab4b51b597f6d5ad8e0ca4.SC2Replay
762,Neeb,80,6200,21,P,1,replays/1stRun\4c3901a9317e4cba8f4c6dd2ef0809e0.SC2Replay
763,Snute,69,10800,110,Z,0,replays/1stRun\4c3901a9317e4cba8f4c6dd2ef0809e0.SC2Replay
764,Zanster,82,10700,98,Z,0,replays/1stRun\4c45224ec32446fbb2597d5ba2d4cd7d.SC2Replay
765,FanTaSy,72,6900,34,T,1,replays/1stRun\4c45224ec32446fbb2597d5ba2d4cd7d.SC2Replay
766,ReiGN,52,1575,7,P,0,replays/1stRun\4c4c431606cf41249f0a51ae0f7b8439.SC2Replay
767,Ryung,50,2400,25,T,1,replays/1stRun\4c4c431606cf41249f0a51ae0f7b8439.SC2Replay
768,Nerchio,27,1225,25,Z,1,replays/1stRun\4c4ffe6e975640f1b07057be0f4d540a.SC2Replay
769,Mackintac,25,1100,20,Z,0,replays/1stRun\4c4ffe6e975640f1b07057be0f4d540a.SC2Replay
770,Replicant,39,1075,10,T,0,replays/1stRun\4c69c56a63ce4664aab6169e761b3108.SC2Replay
771,Lambo,62,2400,36,Z,1,replays/1stRun\4c69c56a63ce4664aab6169e761b3108.SC2Replay
772,Elazer,51,3350,77,Z,0,replays/1stRun\4c84d0150b2c410fb096538759085027.SC2Replay
773,Zanster,52,5250,50,Z,1,replays/1stRun\4c84d0150b2c410fb096538759085027.SC2Replay
774,Dayshi,29,500,5,T,0,replays/1stRun\4c925965cb45463d8afa492ccd088670.SC2Replay
775,Nerchio,43,2100,18,Z,1,replays/1stRun\4c925965cb45463d8afa492ccd088670.SC2Replay
776,Lobo,30,500,4,P,1,replays/1stRun\4ca2577f6201425cbc65f05670141897.SC2Replay
777,SouLeer,25,2450,21,Z,0,replays/1stRun\4ca2577f6201425cbc65f05670141897.SC2Replay
778,RiSky,37,2025,33,Z,0,replays/1stRun\4cb89f42420f48f7914ea8cbbfc8fce3.SC2Replay
779,losira,39,1425,23,Z,1,replays/1stRun\4cb89f42420f48f7914ea8cbbfc8fce3.SC2Replay
780,CMStormPolt,25,1050,21,T,1,replays/1stRun\4ccaf02c18514389b5c00b6a2833d470.SC2Replay
781,Lambo,26,2500,24,Z,0,replays/1stRun\4ccaf02c18514389b5c00b6a2833d470.SC2Replay
782,Optimus,18,150,3,T,0,replays/1stRun\4cdd1bd8e4fe4befaad1ffe67629243e.SC2Replay
783,Solar,18,450,7,Z,1,replays/1stRun\4cdd1bd8e4fe4befaad1ffe67629243e.SC2Replay
784,Lambo,72,6350,83,Z,1,replays/1stRun\4ce7f4d8769045e49aa80a46b22afdb6.SC2Replay
785,Reynor,77,4275,52,Z,0,replays/1stRun\4ce7f4d8769045e49aa80a46b22afdb6.SC2Replay
786,soul,42,1775,16,T,1,replays/1stRun\4cea55c425c14682a7d5d71d29d11878.SC2Replay
787,Kas,39,1275,11,T,0,replays/1stRun\4cea55c425c14682a7d5d71d29d11878.SC2Replay
788,InZaNe,69,6625,82,T,1,replays/1stRun\4d0f3d93268f4f68b2261229658d23dc.SC2Replay
789,GOStephano,75,7275,137,Z,0,replays/1stRun\4d0f3d93268f4f68b2261229658d23dc.SC2Replay
790,Elazer,80,6600,62,Z,1,replays/1stRun\4d0fca0a0e1b4e7086679957826638e4.SC2Replay
791,puCK,66,1725,7,P,0,replays/1stRun\4d0fca0a0e1b4e7086679957826638e4.SC2Replay
792,PtitDrogo,43,900,4,P,0,replays/1stRun\4d1f7ce869a44d66ad4023083a90bda8.SC2Replay
793,Zanster,42,1050,12,Z,1,replays/1stRun\4d1f7ce869a44d66ad4023083a90bda8.SC2Replay
794,viOLet,25,3025,72,Z,1,replays/1stRun\4d39d415360849b6a53fdbc9bfb6cb65.SC2Replay
795,Has,32,200,1,P,0,replays/1stRun\4d39d415360849b6a53fdbc9bfb6cb65.SC2Replay
796,Harstem,64,3375,12,P,0,replays/1stRun\4d3c4877c5cd4cf98b2d9038306fadfa.SC2Replay
797,JonSnow,69,4425,42,Z,1,replays/1stRun\4d3c4877c5cd4cf98b2d9038306fadfa.SC2Replay
798,liquidthermy,71,1875,14,T,1,replays/1stRun\4d4d45d21578451fbf48b1a8c3a24933.SC2Replay
799,SortOf,73,4250,39,Z,0,replays/1stRun\4d4d45d21578451fbf48b1a8c3a24933.SC2Replay
800,Scarlett,53,1275,13,Z,1,replays/1stRun\4d86591f387d494d88ac4000e80fa251.SC2Replay
801,Harstem,44,1300,6,P,0,replays/1stRun\4d86591f387d494d88ac4000e80fa251.SC2Replay
802,Demi,65,10225,89,Z,0,replays/1stRun\4d8f2e5827be4f9ea4e1ba17989fed99.SC2Replay
803,MeomaikA,67,8750,86,Z,1,replays/1stRun\4d8f2e5827be4f9ea4e1ba17989fed99.SC2Replay
804,liquidthermy,74,8100,82,T,0,replays/1stRun\4d998d0197df40fb8c160ee27b71ee14.SC2Replay
805,Harstem,77,4500,13,P,1,replays/1stRun\4d998d0197df40fb8c160ee27b71ee14.SC2Replay
806,Nerchio,79,9450,104,Z,1,replays/1stRun\4d9aa362c55e47469996111abc963448.SC2Replay
807,Neeb,71,2850,12,P,0,replays/1stRun\4d9aa362c55e47469996111abc963448.SC2Replay
808,ShoWTimE,41,1250,6,P,0,replays/1stRun\4da7f7273590431a8036fcc5ef6665fc.SC2Replay
809,Kelazhur,39,800,14,T,1,replays/1stRun\4da7f7273590431a8036fcc5ef6665fc.SC2Replay
810,Cham,67,2800,24,Z,1,replays/1stRun\4dc650e35353438096361a51ac2ceb5d.SC2Replay
811,Wilo,62,2700,24,Z,0,replays/1stRun\4dc650e35353438096361a51ac2ceb5d.SC2Replay
812,GOStephano,57,3225,49,Z,1,replays/1stRun\4dca8eba6d994761a3692179f6afb745.SC2Replay
813,HellraiseR,68,1125,4,P,0,replays/1stRun\4dca8eba6d994761a3692179f6afb745.SC2Replay
814,ViBE,41,1350,16,Z,1,replays/1stRun\4dccb61e12ed405ba19fdf5873759c2c.SC2Replay
815,Allaryce,29,1075,15,Z,0,replays/1stRun\4dccb61e12ed405ba19fdf5873759c2c.SC2Replay
816,Hjax,64,1875,7,P,0,replays/1stRun\4dd752139bd44e94a9caa447bb8fb9f7.SC2Replay
817,TheWagon,74,7200,72,Z,1,replays/1stRun\4dd752139bd44e94a9caa447bb8fb9f7.SC2Replay
818,Solar,49,1900,26,Z,1,replays/1stRun\4dd98dc116184a2d91d2407e9bfc0fed.SC2Replay
819,LiquidSnute,48,1025,16,Z,0,replays/1stRun\4dd98dc116184a2d91d2407e9bfc0fed.SC2Replay
820,Solar,82,10650,82,Z,1,replays/1stRun\9cd1f311dd434d66b77d069a8e3e73c3.SC2Replay
821,Bunny,82,6425,38,T,0,replays/1stRun\9cd1f311dd434d66b77d069a8e3e73c3.SC2Replay
822,DnS,60,775,4,P,0,replays/1stRun\9cd5815fee8b4df88d292411de6a8fff.SC2Replay
823,Serral,66,3925,66,Z,1,replays/1stRun\9cd5815fee8b4df88d292411de6a8fff.SC2Replay
824,llllllllllll,28,850,4,P,1,replays/1stRun\9ce2640561134c37812a29e87e443a0f.SC2Replay
825,liquidthermy,26,200,2,T,0,replays/1stRun\9ce2640561134c37812a29e87e443a0f.SC2Replay
